0.2553743,-0.11976283,0.34422588,-0.18250443,-0.31301057,-0.12744087,0.056150418,0.24256176,0.18384197,0.30841577,-0.46671206,0.21083689,-0.4145206,-0.15917338,-0.3692509,0.12209641,-0.09049056,0.33864453,0.38849902,-0.015917718,-0.3261952,-0.36036465,0.08502356,-0.0613261
-0.22198029,-0.26784247,0.3897888,0.21296334,-0.38684312,-0.15507296,0.24539149,-0.4058795,-0.22994992,-0.043599486,-0.041985005,0.15833652,-0.17193463,-0.38618803,0.18322405,0.14160359,0.1180261,0.27026954,0.1886167,-0.13703623,-0.24984708,0.2416353,-0.25933102,-0.14990163
0.005479628,-0.099474795,0.41114852,-0.3815785,-0.36833334,-0.12684777,0.2735275,0.08842445,-0.17619829,-0.32841352,-0.17276715,-0.08576666,0.20164807,0.34501263,0.28651577,0.21511349,-0.21194845,0.08675098,0.17673427,-0.2713585,0.29851705,0.029072223,0.40755075,0.23776565
-0.13874166,0.15001476,-0.24241129,0.014879733,-0.040834315,0.29149985,0.13712092,-0.34752786,-0.3444433,0.08354301,0.01592592,0.27000552,0.39468378,0.13212645,-0.021398714,-0.34604654,0.09761301,-0.07624212,0.28575575,0.15245324,0.22229595,-0.20238847,0.15081298,-0.11561226
0.3229961,0.09483533,-0.1964704,-0.18021192,0.382672,0.17044505,0.3272488,0.35046425,-0.04139257,0.10178886,0.21710292,-0.027015885,-0.41395032,0.065913565,-0.25009754,-0.38985512,-0.14514257,-0.10238314,-0.33296925,-0.046405822,0.092307456,0.019387834,-0.12459724,-0.23268147
-0.06435928,-0.39903834,-0.29695284,0.38932413,-0.040158503,0.24521321,-0.33439055,-0.34000728,-0.277772,-0.14988655,0.18607289,0.14632651,0.27230662,-0.34188572,0.24040957,-0.07587281,0.2064327,-0.26289344,-0.22484432,0.25709128,0.2439869,-0.09831498,-0.121506095,-0.3683011
0.08859663,0.034869187,-0.30364144,-0.34854987,-0.10129036,-0.35220924,-0.019760214,0.36268216,0.20049663,0.29272744,0.2965403,-0.010586151,0.325407,-0.37665626,-0.008036721,0.31010243,0.100622796,-0.11958732,-0.09017807,0.25393558,0.22738433,-0.27486378,0.2703368,0.22120161
-0.24549241,0.384301,0.29087555,-0.36145705,0.19410124,-0.3683695,0.40705857,-0.13946615,0.25952843,-0.0023360197,-0.053928107,0.21818246,-0.51621175,0.086004406,-0.11027197,0.24717273,-0.4312422,0.18231075,0.017509907,0.21695703,0.09421785,-0.12952197,-0.2626223,0.09333234
-0.25232142,0.3280303,0.20689724,-0.032758534,0.18455774,0.12017168,0.22654031,0.38861868,0.3387482,-0.33976057,0.23855808,0.12510853,-0.26175207,0.13257793,-0.14278291,-0.3617518,0.28060985,-0.110773735,0.37776065,0.252428,-0.20946972,0.41580084,-0.020436658,0.037802987
-0.26162308,0.05478424,0.1306115,0.3544494,-0.24140613,0.09261506,0.28610218,-0.033803303,0.3557998,-0.27822596,-0.3409255,-0.2500878,0.05333543,-0.3334235,0.024927318,-0.2681739,-0.3944043,0.095678434,-0.10657829,-0.34514552,0.4029702,0.23119392,-0.18214409,0.213736
-0.26112053,-0.25432333,0.09078556,0.11432451,0.12593013,0.06015656,-0.22667061,-0.3367181,0.10223663,0.27480748,0.41105285,0.21376158,0.12088186,-0.37861344,-0.12956075,-0.3710624,0.05490682,0.18447882,0.04586202,0.39162403,-0.0657514,0.07742195,-0.061078284,-0.3850791
0.1771909,-0.060553774,-0.07286081,0.07651034,-0.059751272,0.41873884,-0.2694754,-0.11616821,-0.34722504,0.19811147,0.1510046,0.2595247,-0.30581695,-0.2700346,0.34274995,-0.10583089,0.34714296,0.2142464,-0.19924578,0.08927503,-0.06637556,-0.08509455,-0.1520147,-0.35122716
